u,g,r,i,z,redshift,class,snr_r,extinction_r
21.80083,22.49432,21.41467,20.35547,19.57907,0.6161664,GALAXY,1.427843,0.1356578
26.17561,24.42597,22.43314,20.98398,19.8421,0.8004997,GALAXY,0.8669125,0.1319884
23.43238,23.67371,21.78925,20.71347,20.00728,0.6113461,GALAXY,1.630835,0.1332182
26.43267,23.47716,21.52824,20.41117,19.70738,0.5428032,GALAXY,1.804566,0.1341715
21.78541,21.58489,21.51731,21.00838,20.78299,1.639697,QSO,0.99917,0.1353987
20.6312,20.47737,20.38982,20.1938,20.14688,1.993726,QSO,8.964942,0.1331229
22.46831,23.39008,21.97444,20.6776,19.97102,0.7101659,GALAXY,1.455999,0.1306352
24.17857,25.98628,22.01271,20.92105,20.0034,0.7949272,GALAXY,1.540112,0.1318271
22.10776,22.04075,21.90325,21.68627,20.87406,1.910401,QSO,0.8623819,0.1325933
24.04455,22.83818,21.51005,20.40273,19.57324,6.667397,QSO,1.78793,0.1348114
24.18137,23.81433,21.88446,20.65369,19.9208,0.8828493,GALAXY,0.680707,0.1232419
20.59534,20.35753,20.08636,20.00536,19.80291,0.9654349,QSO,7.525665,0.1246753
19.26165,18.19297,17.88189,17.75206,17.76141,1.195774e-05,STAR,42.54704,0.1223422
22.94972,24.23715,21.43608,20.11634,19.19184,0.9690871,GALAXY,1.239062,0.1269622
24.83755,24.725,21.79069,20.67705,19.7762,0.6994354,GALAXY,0.7373562,0.1306817
23.82399,21.95711,21.83445,21.81367,20.80032,2.2924,QSO,2.234953,0.1309901
21.3979,21.1117,21.1387,20.79242,20.44268,1.721022,QSO,2.756878,0.129018
22.39773,24.86207,22.29682,21.16994,19.31038,1.060066,QSO,0.2298165,0.1742779
23.74046,23.33278,22.30453,21.00349,20.02564,0.7347241,GALAXY,0.8439549,0.160902
21.01842,20.62189,20.56535,20.35235,20.30045,1.927298,QSO,2.502993,0.1409764
20.9481,20.32643,20.30221,20.18081,20.05434,2.27158,QSO,4.450864,0.1430966
21.40606,21.81205,21.48114,21.22602,21.19268,1.406221,QSO,3.360461,0.1431363
22.67807,22.49031,22.09848,22.30917,21.4909,1.657595,QSO,1.548044,0.1442589
24.40005,21.36374,20.96472,20.84789,20.51487,3.104555,QSO,3.504256,0.1264116
22.06244,22.18785,21.45923,21.36168,20.89674,1.199117,QSO,4.488935,0.1494126
21.66373,20.90629,19.70764,19.24059,19.00738,0.3638611,GALAXY,4.238274,0.02915802
20.54648,20.12897,19.5548,19.20867,18.97044,0.2547777,QSO,9.202236,0.03002911
22.91854,21.28835,19.96267,19.14571,18.69861,0.2319617,GALAXY,4.251446,0.03500985
23.09556,20.91199,19.49588,18.7296,18.38217,0.2559862,GALAXY,2.835791,0.03520452
21.30641,20.99038,20.84719,20.87028,20.67382,1.339908,QSO,3.065802,0.03792686
21.40212,21.14525,20.09781,19.28357,19.04379,0.6949546,GALAXY,2.18736,0.03857899
18.58019,16.69734,15.89525,15.50166,15.22313,0.04380353,GALAXY,33.17282,0.03869425
23.58957,20.98176,19.16693,18.54231,18.16813,0.3739102,GALAXY,7.217189,0.02901145
25.73013,22.73764,21.15888,19.89449,19.617,0.6898319,GALAXY,1.743259,0.02758326
23.10044,22.88549,20.84902,19.51561,19.03754,0.6908782,GALAXY,1.647583,0.02658834
20.21824,18.48855,17.36736,16.87245,16.5258,0.175829,GALAXY,13.97361,0.07949139
24.50373,21.83028,20.03745,19.24435,18.76034,0.4472355,GALAXY,3.90163,0.02961094
21.84847,21.20436,20.23162,19.71293,19.30978,0.4225437,QSO,6.042341,0.02867087
23.33582,22.33162,21.39804,20.82355,20.19665,1.553269,QSO,1.509852,0.02914953
21.3833,20.87227,20.76767,20.72392,20.71774,1.151691e-05,STAR,2.82046,0.03133894
22.00123,20.48138,20.19703,19.9789,19.91558,2.978005,QSO,5.821222,0.03061609
23.48599,24.03955,21.4621,20.13675,19.64367,0.4677027,GALAXY,1.678676,0.03253027
25.40411,21.91342,20.07803,18.88221,18.37877,0.635204,GALAXY,1.786946,0.03001837
17.92382,18.09149,18.40977,18.70063,18.93786,1.105228,QSO,21.49745,0.0290817
23.28061,22.08331,20.62111,19.63233,19.17367,0.5972524,GALAXY,2.290451,0.03028715
22.50007,20.88391,19.10711,18.48283,18.16455,0.354023,GALAXY,7.199934,0.03063688
23.7896,21.68661,20.11987,19.24411,18.74351,0.5283943,GALAXY,3.98954,0.03238763
26.24839,21.35928,19.90469,19.14799,18.83344,0.439352,GALAXY,4.019968,0.02919206
24.90733,20.50471,18.89824,18.28046,17.92451,0.3155306,GALAXY,10.26459,0.03744675
23.10449,20.06366,18.48715,17.91859,17.56035,0.3124874,GALAXY,9.357331,0.03749629
22.80066,21.32403,20.40804,19.9852,19.86959,1.378623,QSO,5.638805,0.03024716
22.45933,21.07568,19.34841,18.63005,18.168,0.3948857,GALAXY,6.26089,0.03234877
24.54926,22.08867,20.42546,19.57606,19.25542,0.4214342,GALAXY,3.543765,0.03296371
24.9514,23.38828,21.46079,20.11339,19.42985,0.6998656,GALAXY,1.779792,0.1361399
21.2452,21.01863,20.72724,20.287,20.1055,1.692626,QSO,4.852434,0.1337321
21.04419,21.37946,20.90193,20.77012,20.54804,1.308551,QSO,1.880559,0.1354861
21.30194,21.0672,20.96001,20.79508,20.48792,1.803871,QSO,3.437371,0.1384271
23.86566,23.15159,21.65708,20.62178,19.7738,0.7715698,GALAXY,0.6523944,0.1274262
25.47986,23.46609,21.8436,20.60735,19.89544,6.505916e-05,STAR,2.081867,0.1356421
21.73763,21.61659,21.54635,21.29903,20.99562,1.909525,QSO,2.803228,0.1377239
21.36547,21.26719,21.06145,21.0442,21.08552,1.42973,QSO,3.68272,0.1267684
22.02152,22.22516,21.47129,21.52119,21.23933,1.39644,QSO,1.268543,0.1457923
20.89864,20.93652,20.63721,20.54421,21.04223,1.432773,QSO,6.942535,0.1441729
21.549,20.00474,18.37656,17.61232,17.21421,0.3913817,GALAXY,7.361369,0.09037842
21.28894,20.9781,19.98608,19.20041,19.10883,0.6506873,GALAXY,2.048236,0.09843054
23.49625,22.08927,20.38143,19.52678,19.18051,0.4572481,GALAXY,3.227849,0.07191753
24.45761,22.14041,20.39928,19.47112,18.88778,0.5419615,GALAXY,2.521733,0.06661732
26.04144,22.43126,20.68428,19.57169,19.00655,0.539932,GALAXY,2.790448,0.07268982
26.72141,22.35643,20.53308,19.55408,19.29259,0.5733695,GALAXY,1.950487,0.06998293
22.76949,20.84607,19.16852,18.43206,17.98629,0.4229826,GALAXY,5.623738,0.06598875
23.55821,22.52421,20.8458,19.87027,19.41156,0.5733043,GALAXY,2.147248,0.06976815
21.1699,19.49301,18.06174,17.53324,17.14348,0.2529274,GALAXY,14.37864,0.07642066
23.97225,21.94286,20.98173,19.93843,19.54154,0.7841206,GALAXY,1.141792,0.07055619
22.79785,20.66693,18.98246,18.37013,17.97986,0.3167902,GALAXY,7.254232,0.08985419
25.73076,21.6154,19.90014,18.92803,18.49218,0.5168132,GALAXY,4.215289,0.08550444
22.90204,20.91279,19.09912,18.37528,17.93715,0.3958802,GALAXY,4.374849,0.08502293
24.47116,21.84688,20.01281,19.20866,18.6828,0.4479568,GALAXY,3.655404,0.09001332
25.79193,22.23801,20.63444,19.78139,19.45164,0.4477232,GALAXY,2.22784,0.09538764
22.49242,20.03273,18.45022,17.83866,17.33886,0.2963972,GALAXY,7.990903,0.1160529
23.34073,22.03051,20.32543,19.48416,19.20209,0.4487668,GALAXY,3.059192,0.1178167
25.53046,21.38868,19.4453,18.70964,18.25434,0.3515417,GALAXY,4.117,0.1181066
23.65,22.39158,20.62046,19.82102,19.58113,0.2992896,GALAXY,2.58458,0.1165946
21.38144,19.90739,18.28923,17.73754,17.29545,0.3497827,GALAXY,4.401259,0.1175812
25.63764,22.63745,21.05144,19.85878,19.33663,0.5480924,GALAXY,1.902424,0.1100879
22.80984,21.39054,19.44967,18.75617,18.30258,0.400124,GALAXY,4.697802,0.1186527
21.37691,19.6009,18.16647,17.62045,17.28163,0.2450991,GALAXY,10.98627,0.1168271
24.74004,22.18312,20.6325,19.79249,19.25671,0.5777065,GALAXY,1.617788,0.1521383
24.43555,22.49731,21.03153,19.9061,19.59598,0.6166572,GALAXY,2.321095,0.1032434
24.97391,22.28143,20.35465,19.35652,18.77553,0.5459664,GALAXY,3.163213,0.1084365
22.731,21.80615,20.37018,19.29476,18.70318,0.6150328,GALAXY,1.960215,0.06315464
23.83632,21.12752,19.37453,18.69002,18.33857,0.4061026,GALAXY,5.760657,0.0661926
24.63769,23.29225,21.48345,20.33393,19.88408,0.6112171,GALAXY,1.947536,0.07106761
21.65121,19.49877,17.90576,17.31047,16.9512,0.2758694,GALAXY,14.00071,0.0687881
21.74622,20.41907,18.6744,18.15265,17.73308,0.2836006,GALAXY,7.581985,0.06787653
25.68441,22.41625,20.72209,19.74634,19.34964,0.510065,GALAXY,3.045437,0.06921234
21.94932,21.27734,20.2358,19.50254,19.05729,0.6120249,GALAXY,3.913564,0.07078153
24.02807,22.78408,21.38208,20.10131,19.61877,0.6335348,GALAXY,1.693049,0.06755892
23.21028,22.67988,21.10262,19.98953,19.98979,0.5809293,GALAXY,2.094519,0.06881597
25.50799,23.21306,21.03008,19.84044,19.41019,0.5466326,GALAXY,2.108238,0.06904864
23.7297,21.15667,19.29053,18.65709,18.32702,0.3584679,GALAXY,7.737723,0.06851644
26.21021,22.4089,20.36158,19.10491,18.64339,0.6184003,GALAXY,2.436705,0.0659444
23.39391,21.94113,20.73564,19.68461,19.14944,0.5232155,GALAXY,2.901668,0.06098196
25.34169,22.05317,20.55846,19.61363,19.15641,0.5075021,GALAXY,3.800169,0.05894065
23.47013,20.72978,19.04134,18.40868,18.01584,0.4101907,GALAXY,8.15033,0.06605352
19.78301,17.88057,16.87435,16.28931,15.88133,0.07527387,GALAXY,27.88977,0.06881236
22.62087,20.11042,18.49306,17.93224,17.48602,0.3121935,GALAXY,11.78523,0.06682216
24.51328,22.42445,20.72937,19.70429,19.10476,0.552951,GALAXY,2.547687,0.06568395
24.0397,22.00395,20.08972,19.16814,18.75272,0.5117159,GALAXY,4.074657,0.06766208
22.66171,22.09045,20.54797,19.58473,19.14454,0.5531648,GALAXY,3.216687,0.06900987
24.71496,21.95881,20.40626,19.61605,19.20152,0.2805098,GALAXY,3.04828,0.06784404
23.03865,22.24425,20.65366,19.5812,19.15987,0.5565332,GALAXY,3.207947,0.06744475
22.50933,21.85061,20.6667,19.62796,19.27144,0.5596942,GALAXY,1.820721,0.06460492
21.98554,21.47848,20.50414,19.63546,19.29215,0.5988228,GALAXY,2.378956,0.06371607
24.35653,20.6722,18.89778,18.27848,17.91772,0.3563976,GALAXY,9.501754,0.06426485
25.01439,22.44244,20.98406,19.87339,19.2607,0.5441134,GALAXY,2.263731,0.06317645
22.76507,22.35655,20.99115,20.04975,19.89041,0.6671813,GALAXY,2.150628,0.06662289
26.13194,21.71876,20.32507,19.42693,19.23767,0.6507612,GALAXY,1.961569,0.06434257
26.13331,22.47552,20.82529,19.74269,19.29789,0.5535455,GALAXY,2.843573,0.06470748
25.94638,23.42311,20.81868,19.63187,19.08948,0.6532865,GALAXY,1.90419,0.06494642
18.8436,17.45607,16.94272,16.75902,16.67484,3.724389e-05,STAR,47.21777,0.08440324
19.54474,17.65432,16.7771,16.36004,16.04555,0.07297999,GALAXY,28.3902,0.09143528
20.54865,18.55486,17.44247,16.99662,16.69682,0.1763117,GALAXY,18.17704,0.09195764
20.22639,18.5251,17.68434,17.26528,16.90729,0.08531579,GALAXY,17.8998,0.09209843
18.60887,16.81731,16.02208,15.62884,15.29835,0.0292429,GALAXY,41.08403,0.0888021
20.67759,18.6914,17.46484,16.96513,16.60976,0.1725043,GALAXY,21.00365,0.08864146
18.73703,17.85466,17.58931,17.48746,17.42301,0.01231055,GALAXY,11.17126,0.08578324
20.70063,18.54851,17.3572,16.87803,16.53334,0.1526801,GALAXY,21.60798,0.0873788
19.50187,18.46765,17.79926,17.38887,17.20063,0.1541699,GALAXY,9.408732,0.0865972
21.17696,18.97585,17.66043,17.13633,16.73252,0.190088,GALAXY,15.97291,0.08030599
20.08834,18.22258,17.10119,16.6281,16.25115,0.1527426,GALAXY,25.06552,0.07866062
19.19477,17.617,16.80738,16.35107,16.06496,0.08488518,GALAXY,25.1819,0.08205866
17.46901,16.46522,16.07269,15.8943,15.74821,0.01543631,GALAXY,20.02589,0.08182597
18.32212,17.28426,16.86353,16.63923,16.52346,0.01137561,GALAXY,9.806581,0.07902579
19.98969,18.11508,17.19546,16.78159,16.43643,0.07493593,GALAXY,27.70311,0.07891452
22.86283,20.98482,19.2715,18.64742,18.22089,0.3671772,GALAXY,5.069137,0.07745391
18.71917,17.52846,17.41254,17.41148,17.43365,0.0003227867,STAR,59.65671,0.07911645
20.69007,18.55294,17.65775,17.32563,17.16797,1.547239e-05,STAR,51.50011,0.07736329
19.90204,18.64135,18.10626,17.91935,17.85059,7.585916e-05,STAR,37.97548,0.08636773
20.47866,18.02139,16.9514,16.60151,16.38834,0.0001292231,STAR,70.70172,0.07550686
20.30917,17.97973,16.94868,16.58239,16.38036,7.468052e-05,STAR,66.62035,0.07791733
19.68,18.07319,17.40993,17.1493,17.00097,0.0002904432,STAR,61.1112,0.07143314
19.20268,17.88828,17.36572,17.15211,17.03119,0.0002064923,STAR,60.00178,0.07129994
18.17355,16.32812,15.51803,15.19503,15.03403,0.0001527443,STAR,93.6966,0.08578806
20.10254,18.97385,18.57239,18.41323,18.3992,0.0001089476,STAR,30.60049,0.08493146
19.95166,18.90997,18.4877,18.35938,18.31039,0.0001004264,STAR,32.37388,0.08100658
23.51429,21.45284,19.99016,19.2268,18.81895,0.0001169849,STAR,10.58559,0.08537956
23.56299,21.31356,19.84954,19.10787,18.68121,0.0001505728,STAR,11.80926,0.08840998
17.9114,16.78177,16.31492,16.12132,16.04528,0.0009880372,STAR,82.35067,0.08287035
24.00291,21.2715,19.77402,18.85509,18.27971,0.0001471363,STAR,12.0374,0.07192269
20.27971,19.14064,18.73998,18.56305,18.51023,0.0002180794,STAR,19.4215,0.1668315
19.42547,18.11215,17.57643,17.35332,17.28395,3.545485e-05,STAR,42.39351,0.1672876
20.34437,18.96111,18.42336,18.23621,18.13631,0.0001176026,STAR,25.56307,0.164919
20.46857,19.04337,18.55769,18.37313,18.31342,0.0003055182,STAR,22.71769,0.1625748
19.92831,18.22262,17.2021,16.7469,16.39916,0.1178806,GALAXY,22.14097,0.08524432
20.47163,18.42132,17.13669,16.71533,16.42871,1.477633e-05,STAR,37.26909,0.09077395
18.25594,17.01887,16.45901,16.0935,15.88049,0.0754747,GALAXY,17.24085,0.07760304
20.4809,20.35031,20.21968,19.93355,19.97715,1.800477,QSO,9.89407,0.09439959
22.19643,21.45777,20.72391,20.16279,19.91205,0.4936915,QSO,4.055685,0.09529839
24.08896,23.18578,21.52593,20.35787,19.70616,0.5676799,GALAXY,1.152507,0.09783038
26.15262,25.07119,21.87119,20.54045,19.81416,1.227666,QSO,0.8308229,0.0995689
21.51897,21.34525,21.24532,20.69634,20.7268,1.787075,QSO,3.145428,0.1170294
24.7701,22.66509,21.26536,20.65772,19.93028,0.3824767,GALAXY,2.050512,0.1169664
26.05737,23.6959,21.73141,20.56281,19.90551,0.6156288,GALAXY,1.11769,0.09637784
24.06239,24.71927,22.96,21.2327,19.99417,0.9179517,GALAXY,0.2336729,0.108571
26.77618,26.51281,22.54018,21.36292,19.80563,0.9991797,QSO,0.2560935,0.1211575
20.37493,19.9395,19.81493,19.85581,19.78357,2.216335,QSO,7.167204,0.1010338
21.95971,21.81545,21.54787,21.31202,21.14321,2.179744,QSO,2.542189,0.1015939
25.96541,23.09992,22.0706,20.75665,19.81933,0.7513009,GALAXY,0.7421262,0.1046513
21.98729,21.94336,21.96261,21.61408,21.83156,1.530488,QSO,1.474436,0.1018033
21.7867,21.53325,21.21475,20.93752,21.00753,1.13285,QSO,1.783443,0.1019298
22.01704,21.36754,20.92179,20.60777,20.16848,2.211009,QSO,3.708452,0.1011569
22.21387,21.88094,21.61332,21.42982,21.3503,1.466316,QSO,1.381274,0.1002972
23.60928,26.34566,23.0354,21.20858,19.37701,1.019713,GALAXY,0.2792032,0.09635601
21.30807,19.52177,18.75187,18.40554,18.13216,0.0001323006,STAR,18.09866,0.09789077
22.16902,21.8962,21.06372,20.8887,20.82314,0.445256,GALAXY,2.708883,0.09621399
22.18796,21.92744,21.3604,21.08319,20.44186,2.059389,QSO,2.253523,0.1047909
21.78778,21.57078,21.01413,20.78946,20.56885,1.421747,QSO,1.841607,0.09707266
24.43859,22.72891,22.93015,22.41674,21.0768,0.1123666,GALAXY,0.08841163,0.09809764
25.42757,23.58908,22.24644,21.18067,20.00301,0.9490205,GALAXY,1.178822,0.1112477
21.30285,21.57568,21.09944,21.0817,20.6886,1.279102,QSO,5.035191,0.1049909
21.57726,21.60068,21.83044,21.55176,20.84714,2.060368,QSO,1.730871,0.0992521
21.8104,21.47495,21.54491,20.98937,21.03501,1.750893,QSO,2.928864,0.1063463
25.85254,23.09069,22.13863,20.7835,19.76021,0.7517381,GALAXY,1.043462,0.1002478
21.79212,21.26055,20.66776,20.24429,19.95563,0.4961524,QSO,4.463677,0.09573148
21.43104,21.18509,20.99225,20.7421,20.79037,0.7209067,QSO,3.975883,0.09855095
22.20855,21.46963,20.73552,20.53995,20.53007,1.286527,QSO,7.950908,0.09924753
22.44046,20.44355,19.05076,18.51497,18.15145,0.22668,GALAXY,11.2108,0.1003152
21.03574,20.72087,20.38846,20.22281,20.18476,1.211319,QSO,5.730112,0.1017865
21.70728,21.50173,21.58894,21.56502,21.14275,2.258014,QSO,0.7642301,0.1003486
24.77304,22.7662,21.70764,20.69548,19.8011,0.7000898,GALAXY,0.9991644,0.1022714
22.39176,20.81603,19.47931,18.95363,18.52554,0.2281301,GALAXY,7.907437,0.09680949
25.08734,23.953,21.53863,20.88961,20.0409,0.4974991,GALAXY,0.6938691,0.1080655
22.50798,20.88265,19.58957,19.04771,18.71645,0.2321299,GALAXY,6.824662,0.09599587
24.2509,21.1505,19.81711,19.29293,18.96992,0.2324104,GALAXY,6.880885,0.09389747
23.80988,23.48409,21.73382,20.47042,19.71277,1.012577,QSO,0.9269203,0.04009662
22.74585,19.92445,18.67226,18.15374,17.82662,0.1857522,GALAXY,11.49707,0.03886373
25.2524,23.2207,21.41727,20.37006,19.58259,0.5784007,GALAXY,1.157578,0.03805735
23.54278,24.53789,21.31382,20.30449,19.54317,0.7755631,GALAXY,0.5811395,0.04548653
23.6902,22.94761,21.47397,20.13182,19.38749,0.7723883,GALAXY,0.8550072,0.04242144
20.85445,20.70814,20.65962,20.55146,19.86792,2.092649,QSO,3.066264,0.04367376
22.50121,21.36259,21.07709,20.74072,20.289,2.78533,QSO,3.99393,0.04280639
21.73272,21.8949,21.7291,21.90936,21.60887,1.29346,QSO,1.17568,0.04073795
23.44962,22.9409,21.55006,20.54362,19.9023,0.6185745,GALAXY,1.153921,0.04360083
23.59638,21.17832,20.79089,20.52866,20.37933,3.355732,QSO,3.57367,0.035193
19.93838,19.76178,19.69463,19.36938,19.36081,1.620206,QSO,13.35814,0.02988053
22.2018,22.05215,21.40519,21.67707,21.65358,1.197613,QSO,1.960329,0.03368269
23.99501,23.11757,21.85134,20.67255,19.74344,5.075068e-05,STAR,1.831011,0.03258805
26.89069,23.78,21.86141,20.60105,19.87038,0.6852621,GALAXY,0.7948223,0.03514878
20.94623,20.54943,20.47444,20.32022,20.18522,2.214623,QSO,4.263853,0.03208761
25.33141,23.66613,21.64657,20.55242,19.55074,0.8878085,GALAXY,0.5296463,0.03547217
23.20978,22.93903,21.5219,20.40278,19.76645,0.6464408,GALAXY,0.9712672,0.03657843
18.05976,16.85047,16.31484,15.98856,15.75052,0.05919593,GALAXY,20.56972,0.06298193
20.56524,19.90174,19.6179,19.48058,19.09085,0.7959681,QSO,10.11765,0.02087581
21.99751,19.38264,17.95877,17.4387,17.07231,0.2471363,GALAXY,15.84403,0.02114937
22.30954,21.51061,20.46951,19.73455,19.12762,0.5831856,GALAXY,3.806645,0.0194076
25.8416,21.32569,19.73465,18.94489,18.55341,0.4733046,GALAXY,4.373625,0.02020463
22.74743,22.17913,20.41674,19.37164,18.97285,0.5464209,GALAXY,3.456395,0.02175895
21.94684,21.14349,19.41791,18.59533,18.10994,0.4808288,GALAXY,4.611742,0.02258338
22.86308,20.35963,18.87484,18.19751,17.80236,0.2182583,GALAXY,7.564386,0.01947084
20.46594,18.01984,16.68113,15.55621,14.96425,2.776965e-05,STAR,47.08438,0.02141275
23.41517,22.25842,20.45421,19.66082,19.24967,0.4327736,GALAXY,3.529675,0.02006345
24.26726,21.86323,20.33396,19.41124,19.0034,0.4714921,GALAXY,4.724515,0.01978523
19.72533,18.86764,18.60868,18.49739,18.47644,0.0002584037,STAR,21.66346,0.02074258
25.43771,21.07538,19.36144,18.61275,18.10439,0.4197651,GALAXY,6.642227,0.02174256
23.72067,25.01441,22.02361,22.54853,23.37446,0.08121668,GALAXY,0.83792,0.09848693
19.26922,17.97723,17.62177,17.44496,17.50518,0.01810109,GALAXY,5.281705,0.1179345
20.84555,18.9153,17.96178,17.52357,17.19198,0.09559779,GALAXY,19.18336,0.1196466
20.67443,18.73034,17.774,17.37208,17.03835,0.1034995,GALAXY,14.88021,0.119282
18.91644,17.25279,16.39326,15.98627,15.63445,0.101663,GALAXY,19.16979,0.1172126
19.79935,18.28168,17.13559,16.60304,16.25629,0.2017643,GALAXY,12.98478,0.1034021
20.42238,18.6041,17.59798,17.14828,16.83151,0.1295088,GALAXY,12.58902,0.1008809
20.45294,18.74385,17.72029,17.24734,16.91622,0.1328933,GALAXY,15.61852,0.1026423
20.97373,18.78555,17.67931,17.19628,16.85699,0.1519822,GALAXY,12.90875,0.1144215
25.61475,23.28557,21.93029,21.39095,20.79416,0.4051461,GALAXY,1.504408,0.02029281
23.01449,22.71362,21.98864,21.35312,20.93222,0.7130796,GALAXY,1.186422,0.02043063
26.11762,23.31408,21.65573,21.69006,21.24972,0.3899755,GALAXY,1.090539,0.02055821
23.39246,20.59433,18.9848,18.36135,18.15441,0.2933022,GALAXY,11.39672,0.02881777
24.32425,21.1374,19.38234,18.74247,18.2449,0.3574471,GALAXY,6.914491,0.02625663
19.92815,19.48972,19.35304,19.38476,19.20284,0.7749813,QSO,12.08067,0.03445539
24.72807,21.87671,20.54165,19.35097,18.66702,0.6126292,GALAXY,2.488092,0.03048329
25.56425,21.40983,19.61626,18.89971,18.44421,0.4365656,GALAXY,6.217314,0.03566126
22.7495,21.84872,21.0287,20.10656,19.86984,0.5501168,GALAXY,2.661487,0.03546409
24.79146,22.02106,20.46416,19.56336,19.105,0.4622686,GALAXY,4.132369,0.03815723
24.82349,22.8585,20.93344,19.78231,19.3567,0.6125934,GALAXY,2.738277,0.03675704
24.18083,21.76014,20.01366,19.18983,18.76219,0.4849198,GALAXY,3.966288,0.03756055
23.34035,21.60822,20.4511,19.61835,19.27494,0.5158479,GALAXY,3.80201,0.03623208
23.23139,21.93088,21.79589,21.95654,21.83242,2.680786,QSO,2.108521,0.0361976
18.52312,17.55894,17.17811,16.99203,16.87868,0.01532769,GALAXY,6.321312,0.02664222
19.62869,17.85603,16.9992,16.6155,16.33215,0.08821316,GALAXY,27.05839,0.07137705
19.85558,19.71098,20.01035,20.40573,20.52286,0.0002144953,STAR,4.012007,0.07582493
20.43491,18.49165,17.5335,17.13974,16.81386,0.1136995,GALAXY,18.06185,0.03423867
18.57894,18.3466,18.20891,18.18995,18.17447,1.202425,QSO,17.41727,0.07675106
18.99698,17.87249,17.22363,16.83871,16.58909,0.1403755,GALAXY,17.73306,0.03133841
19.54721,18.31418,17.80405,17.53417,17.42551,0.08381761,GALAXY,5.235824,0.07598971
21.1799,19.12376,17.67929,17.17173,16.80238,0.2237911,GALAXY,12.66231,0.07460624
20.8559,20.44782,19.80225,18.75317,18.37217,0.5644608,QSO,3.82154,0.10318
26.37636,22.70633,20.96354,19.71499,19.34012,0.7202117,GALAXY,2.11852,0.1109415
24.10692,21.49165,21.06632,21.0458,21.0575,0.0007191563,STAR,3.340275,0.1072236
21.31293,21.23706,20.42731,19.58667,19.29044,0.7057323,GALAXY,1.479236,0.1026327
23.3099,21.60162,21.24797,20.83279,20.71488,2.92268,QSO,2.593369,0.1023953
23.28284,21.30721,20.89462,20.83005,20.58138,7.518485e-05,STAR,3.449247,0.09985159
20.4338,19.88662,19.85391,19.843,19.59431,0.8684901,QSO,9.205401,0.1096714
22.53508,21.02658,19.1625,18.58336,18.25533,0.3690481,GALAXY,6.019147,0.1178042
23.12936,21.75618,20.4754,19.65225,18.86134,0.5645142,GALAXY,1.063438,0.1122049
21.79729,21.86113,20.36016,19.39086,18.6538,0.4842827,GALAXY,1.900124,0.1112003
19.54553,17.90086,17.08904,16.69697,16.41743,0.08062339,GALAXY,21.60558,0.03550072
25.47838,22.59635,20.77397,19.70388,18.99199,0.5656466,GALAXY,2.098876,0.1148038
18.84615,17.10437,16.33674,15.96458,15.67433,0.08499008,GALAXY,36.56955,0.06660152
19.42988,19.42942,19.63428,19.88382,20.18362,0.8056301,QSO,6.524295,0.07132242
21.03005,19.09719,17.82759,17.3346,16.95893,0.1766021,GALAXY,16.30738,0.0733093
20.60286,18.38185,17.13117,16.64718,16.30764,0.1841071,GALAXY,14.399,0.0319032
19.56543,17.69912,16.85056,16.47676,16.18088,0.08147566,GALAXY,25.61853,0.03164911
19.22498,18.07615,17.50959,17.25389,17.05291,0.03704979,GALAXY,8.492241,0.07308109
20.69999,18.62571,17.53091,17.07653,16.73837,0.159453,GALAXY,22.95184,0.07409815
21.61112,19.0024,17.73194,17.18176,16.83751,0.2217643,GALAXY,12.45733,0.03503517
19.65577,19.2616,19.04725,18.73759,18.64206,1.603856,QSO,9.501773,0.07108098
20.68372,18.73619,17.63671,17.1276,16.69742,0.1142045,GALAXY,14.14345,0.06828188
23.76995,20.9974,19.17947,18.51359,18.0085,0.4213848,GALAXY,5.519176,0.03271468
19.19914,18.02192,17.62404,17.31397,17.30194,0.06789587,GALAXY,7.209356,0.07283701
19.12032,17.86693,18.00875,18.1317,18.20374,7.73961e-05,STAR,21.42364,0.07239255
22.98356,20.87999,19.11598,18.42867,18.09683,0.421061,GALAXY,4.919972,0.02829182
19.47993,17.60121,16.61265,16.05516,15.6459,0.06769676,GALAXY,19.78213,0.07333671
17.3278,16.36348,16.07463,15.96545,15.95833,0.0003160847,STAR,50.49534,0.07061557
17.78107,16.72223,16.27775,16.00881,15.94937,0.04319825,GALAXY,12.24156,0.07671261
20.89544,18.85677,17.6237,17.12975,16.80028,0.1658986,GALAXY,16.82726,0.07458507
19.8649,18.53796,17.63274,17.19688,16.91384,0.1661035,GALAXY,14.45965,0.07480345
24.45525,22.97142,21.24057,20.24195,19.61686,0.5250219,GALAXY,2.223571,0.1078804
18.7646,17.54372,16.9494,16.57759,16.34529,0.07995203,GALAXY,12.00103,0.07502958
23.45817,22.07129,20.45208,19.65441,19.22924,0.4427427,GALAXY,3.228611,0.1089222
19.0181,17.13352,16.11532,15.61884,15.2304,0.08397912,GALAXY,31.18968,0.07262945
17.32882,16.56343,16.31331,16.18563,16.11652,0.02759205,GALAXY,17.4003,0.07502919
19.26741,17.3285,16.35532,15.83413,15.41538,0.05694919,GALAXY,18.38873,0.06478854
23.79646,23.23814,20.81941,20.07822,19.56705,0.0003848815,STAR,2.372636,0.06807037
20.02755,17.98905,17.0502,16.62085,16.24879,0.08575414,GALAXY,25.37429,0.06762204
21.11715,19.70173,17.98723,17.37242,17.09256,0.3120967,GALAXY,7.825501,0.07449237
