u,g,r,i,z,redshift,class,snr_r,extinction_r
19.09651,18.96234,18.693,18.69095,18.79775,1.157334,QSO,12.4412,0.06495843
18.3167,18.31047,18.26986,17.92002,17.9055,1.864922,QSO,15.69129,0.07020485
19.53881,18.02455,17.20643,16.82277,16.45999,0.1294779,GALAXY,15.32399,0.04622752
19.15409,17.27939,16.4323,16.02571,15.69527,0.08646284,GALAXY,25.91301,0.0505209
19.51243,18.34967,17.8754,17.57125,17.41056,0.08742915,GALAXY,12.38628,0.04985156
19.16398,17.64301,16.82034,16.36033,16.03251,0.1259706,GALAXY,17.20939,0.05266975
20.04393,17.90747,16.8027,16.35879,16.00166,0.1384166,GALAXY,24.96878,0.0555179
20.93428,18.25557,16.905,16.38557,16.05091,0.2489835,GALAXY,10.57824,0.06471974
20.24288,18.48688,17.53634,17.08258,16.78631,0.1607068,GALAXY,11.55336,0.06618285
21.00865,18.93025,17.69496,17.22911,16.91099,0.188536,GALAXY,19.08891,0.06657368
20.41722,18.44905,17.28698,16.78992,16.43927,0.1657887,GALAXY,21.08682,0.07027563
19.72873,18.4549,17.77753,17.35891,17.12967,0.122038,GALAXY,15.0127,0.07214856
18.75879,17.67488,16.99097,16.61413,16.39427,0.1618332,GALAXY,14.43908,0.0717062
22.93167,20.66238,18.81273,18.21237,17.79306,0.3448494,GALAXY,8.301309,0.07270842
20.16859,18.18195,17.34922,16.94871,16.61082,0.1306052,GALAXY,19.4056,0.07361326
19.55859,17.8753,16.84693,16.33485,15.95019,0.1303447,GALAXY,15.4753,0.07329927
20.4147,18.66145,17.69303,17.24224,16.93662,0.1536029,GALAXY,15.2101,0.07458697
19.41314,17.49853,16.48409,16.05176,15.68861,0.1081126,GALAXY,25.60617,0.06216506
18.47466,18.03962,17.97933,17.51147,17.62152,0.08289248,GALAXY,8.53664,0.05653803
22.79788,22.7517,21.94854,21.85133,22.12912,1.178679,QSO,0.9229999,0.07121646
21.89239,21.4368,21.40422,21.18449,20.79959,1.972818,QSO,2.364955,0.05064673
22.14821,21.98644,21.79345,21.31357,21.61449,1.592114,QSO,3.50051,0.05338923
20.42769,18.51333,17.43079,16.95377,16.57065,0.1386475,GALAXY,5.213698,0.06423322
19.36003,18.20595,17.65102,17.30175,17.1277,0.08115975,GALAXY,4.921095,0.06459138
20.09013,18.12823,17.00366,16.52715,16.13713,0.1396369,GALAXY,8.94171,0.06428812
17.62053,15.79658,14.96996,14.57174,14.23002,0.03104168,GALAXY,22.86561,0.06183297
20.25489,18.21413,17.13766,16.68756,16.33443,0.1389934,GALAXY,7.716575,0.06482057
19.06921,16.96911,15.84362,15.3776,15.00338,0.1408215,GALAXY,12.40612,0.06291318
20.64314,18.63098,17.5214,17.0553,16.69825,0.1632403,GALAXY,5.278925,0.05867829
19.97574,18.29769,17.30976,16.85253,16.5626,0.1695005,GALAXY,6.30826,0.06346349
16.71037,15.61988,15.25153,15.01981,14.84542,0.02720658,GALAXY,8.317968,0.0623819
19.64091,17.622,16.50854,16.05877,15.67052,0.1422947,GALAXY,10.95843,0.0608397
18.50619,17.29376,16.8336,19.52709,16.59823,6.889644e-05,STAR,35.9519,0.1501105
18.63608,17.32928,17.17899,17.1588,17.11602,0.0002014981,STAR,34.08976,0.1669318
19.53489,17.63328,17.06818,16.69396,16.50075,0.07153372,GALAXY,14.99745,0.1405429
20.64746,18.733,17.62577,17.14896,16.79998,0.1439675,GALAXY,14.52973,0.1443778
21.83181,20.98498,19.19827,18.02467,17.24617,3.237899e-05,STAR,4.829711,0.1568107
25.63692,21.22442,19.40824,18.71837,18.27672,0.3878639,GALAXY,4.836553,0.1290942
18.66117,17.26888,16.63613,16.20831,15.88721,0.05116078,GALAXY,21.70721,0.1217066
20.19083,19.78017,19.18438,18.7627,18.71762,0.1766359,QSO,10.60074,0.09581064
19.2645,17.96198,17.22155,16.80509,16.54109,0.1148562,GALAXY,16.92775,0.1267621
19.64325,17.79248,16.958,16.51183,16.14158,0.1143154,GALAXY,13.14191,0.111236
20.65543,20.29283,20.31087,20.35834,20.47203,4.287699,QSO,3.218952,0.1128199
18.58277,17.62778,17.30178,17.07035,17.74539,0.0315683,GALAXY,5.605817,0.156833
18.04125,17.82718,17.53442,17.47913,17.43987,1.056965,QSO,27.54453,0.1042067
19.66854,17.84797,16.95796,16.5476,16.20838,0.09390493,GALAXY,19.8869,0.1080172
18.0478,17.85577,17.47421,17.51224,17.58429,1.068155,QSO,26.14396,0.1360578
20.83765,18.92022,17.67912,17.18082,16.82357,0.2009517,GALAXY,13.86158,0.1241654
20.56843,18.54796,17.31162,16.80465,16.41267,0.178292,GALAXY,15.73315,0.1140566
20.75215,19.03514,18.07023,17.5132,17.08087,0.124943,GALAXY,12.91935,0.1198147
19.60687,18.30136,17.67897,17.29012,17.03698,0.1152058,GALAXY,9.019691,0.1269003
20.50952,18.05466,17.07225,16.74733,16.55938,2.750248e-05,STAR,33.97688,0.09826475
19.54342,18.33321,17.55354,17.07834,16.85291,0.2023192,GALAXY,15.10182,0.1368558
18.99215,17.75757,17.07568,16.62574,16.3806,0.1149182,GALAXY,17.55868,0.1055846
19.24982,18.11679,17.75578,17.68823,17.53468,0.0130411,GALAXY,4.645275,0.1160191
23.17884,21.84318,20.33024,18.32814,17.18523,0.0001180326,STAR,2.293787,0.1064297
20.18098,18.38034,17.62072,17.35246,17.20676,0.0002590862,STAR,25.11357,0.1043691
20.48539,18.84103,17.73642,17.18561,16.84701,0.2202424,GALAXY,14.66629,0.1148364
20.23905,18.47,17.69168,17.30299,16.99953,0.09170499,GALAXY,15.91288,0.02993158
19.28947,17.73821,16.93436,16.55456,16.2881,0.1247671,GALAXY,14.38253,0.03150864
18.83423,17.84234,17.44241,17.22308,17.07405,0.02966757,GALAXY,7.385068,0.03074533
17.17651,15.28453,14.51365,14.11177,13.84441,0.03346166,GALAXY,48.56449,0.03289846
24.68325,21.01988,19.03054,18.11062,17.67352,0.491128,GALAXY,5.246898,0.05689012
20.00647,17.94162,16.96168,16.5759,16.28399,0.126112,GALAXY,17.54391,0.06111514
20.51788,18.71832,17.66346,17.1059,16.66072,0.08122201,GALAXY,11.21265,0.06193477
19.60596,17.59783,16.57763,16.18159,15.87095,0.1132917,GALAXY,39.34157,0.05755106
23.3383,20.71878,18.9393,18.25708,17.85133,0.4067882,GALAXY,5.386022,0.05723403
18.22054,16.89725,16.14462,15.76323,15.46403,0.1129657,GALAXY,17.23726,0.05855558
20.59732,18.6813,17.61747,17.16116,16.80814,0.1266865,GALAXY,21.35511,0.06212243
18.72361,16.875,15.81714,15.37924,15.00705,0.1271199,GALAXY,34.64996,0.06471524
20.46602,18.51159,17.42897,16.98148,16.58907,0.1244102,GALAXY,26.10143,0.0670313
19.33686,18.05716,17.33979,16.92042,16.60628,0.1289473,GALAXY,18.0518,0.06641407
22.73812,20.998,19.13209,18.46778,18.09916,0.4055838,GALAXY,4.769236,0.0591418
19.17262,17.9455,17.36901,17.01449,16.79753,0.07937601,GALAXY,29.11211,0.05735958
18.69498,17.4418,16.72695,16.36815,16.14425,0.1256169,GALAXY,20.38795,0.06202428
20.88663,18.92338,17.75258,17.23964,16.91928,0.1553308,GALAXY,20.69712,0.06563164
20.65587,18.41725,17.17664,16.58927,16.10028,0.1271047,GALAXY,14.89184,0.06982088
19.77745,17.88618,16.98504,16.59024,16.28307,0.1343157,GALAXY,29.13743,0.06342816
20.62738,18.50805,17.38805,16.93853,16.59012,0.146442,GALAXY,22.01598,0.06154712
18.31906,17.21686,16.7549,16.50906,16.32356,0.03439399,GALAXY,19.05482,0.05922752
20.53688,18.73948,17.679,17.18232,16.76238,0.1264965,GALAXY,20.33753,0.06661562
20.71207,18.67015,17.62523,17.21614,16.84143,0.147721,GALAXY,21.14487,0.06146179
19.40381,19.20075,19.11292,18.96872,18.78341,2.083384,QSO,10.40897,0.06246257
18.56173,16.98682,16.17694,15.77811,15.45532,0.08029681,GALAXY,31.56887,0.06712819
21.69221,19.25995,17.81196,17.2918,16.92997,0.2502475,GALAXY,15.70813,0.06907432
26.65413,20.99022,19.32445,18.49474,18.04638,0.4787347,GALAXY,5.064397,0.06318665
21.57659,19.50501,17.97177,17.44085,17.07748,0.2518264,GALAXY,16.04435,0.06482465
21.22161,19.24667,17.78392,17.25661,16.92529,0.2576,GALAXY,16.70399,0.0554169
20.30345,18.6666,17.77692,17.37165,17.05411,0.08161697,GALAXY,22.18786,0.0610413
19.82016,18.14394,17.23327,16.84064,16.53286,0.1279607,GALAXY,17.12241,0.06082034
19.48929,18.31036,17.75269,17.40904,17.19776,0.1260443,GALAXY,14.38723,0.05959655
19.0516,17.37481,16.60745,16.26789,16.00253,0.1260415,GALAXY,26.62711,0.06244377
19.17529,18.14517,17.52785,17.17815,16.9444,0.1266313,GALAXY,12.15959,0.06332106
19.21196,17.88999,17.17831,16.82394,16.60598,0.1105222,GALAXY,18.40047,0.05840397
18.94597,17.20809,16.35132,15.90377,15.54041,0.05607665,GALAXY,21.4228,0.03114372
22.76012,20.10253,18.38089,17.79411,17.40954,0.3282909,GALAXY,9.058181,0.03413533
18.60404,17.8904,17.80632,17.77638,17.72349,0.02952621,GALAXY,12.12937,0.02781409
21.60557,20.8295,20.72963,20.76758,20.2867,2.332519,QSO,4.647206,0.0549257
23.23246,22.85214,21.36921,20.3243,19.50826,0.6035677,GALAXY,1.304339,0.05536573
21.35302,21.21037,20.829,20.70945,20.19279,0.9712172,QSO,5.071236,0.05781554
24.49197,23.29855,22.34775,21.78304,21.54792,0.9152478,GALAXY,1.082442,0.04506767
23.07572,22.41154,21.72235,21.00588,20.77691,0.8033299,GALAXY,1.004225,0.04502883
21.97209,22.3118,21.79799,20.88679,20.07023,0.7775434,GALAXY,0.8724819,0.04474087
22.31513,22.31134,21.74943,21.12885,20.87098,0.7723014,GALAXY,0.7490572,0.04735067
22.04978,22.29516,21.47462,20.72327,20.1652,0.7756166,GALAXY,0.7525858,0.0444634
24.36718,22.43137,21.69139,20.95647,21.17981,0.7903544,GALAXY,0.9239246,0.04430938
22.73938,22.84685,22.07377,21.29414,20.63216,0.8049924,GALAXY,0.9403574,0.04485709
23.14573,23.00902,22.32797,21.53549,21.95229,0.7594415,GALAXY,0.8529477,0.04714604
18.78967,17.51225,16.57013,16.13788,15.86381,0.2040654,GALAXY,16.55588,0.08683263
19.2027,18.14574,17.49465,17.11946,16.91873,0.1435468,GALAXY,16.79203,0.08923145
21.13863,18.77942,17.70664,17.23209,16.82826,0.1231451,GALAXY,17.23948,0.09279157
20.18097,18.57447,17.49593,17.00025,16.66378,0.2034688,GALAXY,10.85135,0.08969118
18.51187,16.52615,15.59085,15.17281,14.8194,0.06248555,GALAXY,39.52478,0.07634883
21.279,19.09874,17.71429,17.16278,16.78131,0.2050562,GALAXY,12.45379,0.08430818
20.17839,18.44556,17.43587,16.9727,16.60571,0.1440468,GALAXY,11.58293,0.08266222
23.77263,20.9398,19.88769,19.44178,19.17833,0.188069,GALAXY,4.606935,0.08629955
18.85925,17.85043,17.33529,17.00336,16.85709,0.1022109,GALAXY,12.10387,0.09150498
21.90978,20.30516,18.4781,17.87526,17.44695,0.3566161,GALAXY,6.319385,0.09015357
19.9376,18.24867,17.45753,17.08006,16.78941,0.04471629,GALAXY,13.01573,0.09184482
19.80651,17.97992,17.14468,16.75455,16.41967,0.04232889,GALAXY,22.58175,0.08971896
20.10137,19.07438,18.67575,18.59837,18.51201,0.000373751,STAR,13.78711,0.090135
19.03944,17.23631,16.42907,16.06566,15.75864,0.0471465,GALAXY,23.66642,0.09102541
18.99191,17.16595,16.30471,15.90678,15.58841,0.04140621,GALAXY,27.65587,0.09350593
19.33566,17.5268,16.65009,16.26553,15.94262,0.0426452,GALAXY,21.76878,0.09200854
18.84908,16.91217,16.00822,15.59136,15.23308,0.04715846,GALAXY,32.58902,0.09111726
19.87273,18.14098,17.40933,17.08693,16.82367,0.04087288,GALAXY,17.15587,0.09308542
20.08112,18.3527,17.54881,17.16105,16.86981,0.04335027,GALAXY,14.22177,0.09574223
19.94818,17.9936,17.12424,16.70159,16.39913,0.04384797,GALAXY,24.26224,0.0955745
19.93015,18.17168,17.35801,16.96521,16.6751,0.0443475,GALAXY,20.27674,0.09127534
19.51415,17.96408,17.20963,16.86359,16.63306,0.04614336,GALAXY,11.72819,0.0957771
17.36644,16.25931,15.84351,15.61374,15.42557,0.0314129,GALAXY,11.93652,0.06635498
19.34206,17.77271,17.06743,16.72225,16.44508,0.04161749,GALAXY,18.50269,0.09408639
18.5524,16.71362,15.92019,15.54899,15.23775,0.04388978,GALAXY,25.96659,0.09211791
20.80106,20.81032,20.46784,20.58481,20.57234,1.139215,QSO,4.763296,0.0352919
21.0056,20.86585,20.56281,20.45266,20.82689,1.115019,QSO,5.404583,0.03623329
21.83578,21.84008,21.56898,21.32125,21.45997,3.150536,QSO,2.881086,0.03418878
24.24515,20.8726,19.52999,18.5786,18.07778,0.0001628014,STAR,12.90645,0.03878988
21.48885,21.24258,21.19419,20.9364,21.13512,1.645749,QSO,0.1364321,0.03957245
23.36024,22.37081,21.52418,20.46853,19.81964,0.4887856,GALAXY,2.011394,0.0334584
26.22143,23.33406,21.14729,19.96519,19.22172,0.635527,GALAXY,1.776983,0.0354667
23.24916,24.06613,21.79246,20.72349,19.95597,0.7404739,GALAXY,0.9241599,0.03542162
22.75143,22.59772,21.36152,20.33321,19.55481,0.6768488,GALAXY,1.468886,0.03321169
25.03366,26.1228,22.21185,21.0372,19.82158,0.7383444,GALAXY,0.726755,0.03776189
23.06928,21.40639,21.46203,21.26207,21.67416,2.188311,QSO,2.467854,0.03706096
24.1818,23.99479,21.57514,20.59065,19.81518,0.5098009,GALAXY,1.710386,0.0419154
21.46944,21.61576,21.02819,20.82906,20.42742,1.012336,QSO,4.029115,0.04425357
25.43073,22.43199,21.05001,20.12143,19.55603,0.6288093,GALAXY,1.927251,0.04017404
25.84665,21.36271,20.03127,18.70215,18.10826,2.741505e-05,STAR,7.260574,0.04065949
22.96514,22.35004,21.56192,20.58994,19.73428,0.9110138,GALAXY,1.416288,0.04482938
22.06849,21.17645,20.76203,20.57249,20.31766,0.865244,QSO,2.813341,0.04013277
22.72374,21.38401,20.10785,19.17693,18.70851,7.819823e-05,STAR,6.854515,0.03989759
21.66188,22.37699,21.58861,21.68563,21.44096,1.32969,QSO,2.70428,0.03941252
19.93734,19.92657,19.78863,19.82532,19.66166,2.082554,QSO,8.170772,0.03638842
25.14922,22.35893,20.87002,20.39551,19.65257,0.457817,GALAXY,3.173754,0.04020376
22.85567,22.06418,20.86959,19.93704,19.14468,0.5822088,GALAXY,3.303728,0.03950995
23.61461,24.15649,21.94528,20.61253,19.69417,0.8166211,GALAXY,1.050215,0.03665292
24.11539,23.45348,22.38306,20.76324,19.70548,0.7428984,GALAXY,0.8577121,0.03560941
24.63467,21.49522,22.34693,20.12147,22.82691,0.0001446703,STAR,4.47431,0.03303981
22.14983,21.79613,21.23667,20.96571,20.94395,5.190103e-05,STAR,3.265844,0.03564565
20.52303,20.3573,20.11532,20.07705,20.25414,1.087748,QSO,6.278963,0.03617984
23.50349,21.44024,21.18789,21.17737,21.33736,3.05395,QSO,3.26086,0.03137111
22.6023,23.23569,21.64263,20.60434,19.86524,0.6492767,GALAXY,1.60121,0.0345727
24.37402,22.63595,20.8492,20.1295,19.37058,0.4626343,GALAXY,2.774194,0.03731404
19.84479,19.89651,19.89269,19.47581,19.30548,1.845913,QSO,10.34996,0.03681391
24.30615,21.0856,19.71325,18.92356,18.50169,4.430497e-05,STAR,9.531331,0.03675292
21.18869,20.82545,20.32813,20.09357,19.76521,1.281868,QSO,4.926151,0.03386028
20.30328,20.43656,20.21769,20.06819,20.24084,1.324728,QSO,7.85923,0.03503826
21.46365,20.96146,20.3679,20.18523,20.00217,0.3460898,GALAXY,5.732189,0.03836128
22.79331,21.28294,21.10536,20.57292,20.73813,1.210302,QSO,3.405842,0.03888298
21.36531,21.21534,20.51817,20.16276,20.16319,0.4644242,GALAXY,5.152401,0.03764743
22.27035,21.79221,21.11467,20.43817,20.54982,0.5300003,QSO,3.744381,0.03751406
19.90945,19.71769,19.8148,19.58013,19.67937,1.659546,QSO,8.425828,0.0385633
21.80218,20.55848,20.9462,20.6423,20.28115,2.37219,QSO,3.667255,0.04191206
24.51053,25.0868,21.41142,20.46048,19.59108,0.6650122,GALAXY,1.181292,0.04714436
25.08884,23.93631,21.80074,20.57017,19.86471,0.5774998,GALAXY,1.242525,0.04371442
20.68138,19.45898,19.00238,18.77886,18.70821,0.0003001518,STAR,16.29802,0.04063726
21.28163,20.64882,20.24014,20.20095,20.22769,0.908881,QSO,4.578157,0.04383542
23.66422,22.12133,21.49797,20.71858,19.90122,0.5906361,GALAXY,1.931841,0.04135847
22.47825,21.98457,21.94801,21.93459,22.61071,1.09664,QSO,1.340837,0.04898928
22.81935,21.3891,20.77195,20.59371,19.94647,2.232509,QSO,5.890112,0.04593566
23.4846,20.8391,19.98632,19.72934,19.45605,1.805189e-05,STAR,8.376286,0.04349358
22.926,23.96136,23.57325,21.20752,19.95101,0.6506993,GALAXY,0.8061961,0.0452195
21.98676,21.65685,21.67465,21.63717,21.95529,1.496902,QSO,1.518877,0.04282273
22.97222,22.22916,21.33107,20.71529,20.30603,0.2638784,GALAXY,4.277095,0.04338322
24.47901,24.17499,21.33778,20.23246,19.53451,0.7008063,GALAXY,1.515439,0.0408507
24.50874,24.41269,22.67999,21.24985,20.00567,0.7376359,GALAXY,0.8427997,0.0450781
25.43416,23.09405,22.11275,20.73139,19.821,0.5559934,GALAXY,1.179095,0.04221582
18.84092,17.94944,17.72573,17.63995,17.59528,0.000259445,STAR,35.80217,0.03841485
21.43028,21.79201,21.32471,21.432,21.67806,1.102682,QSO,2.680897,0.03503989
21.09009,21.13394,20.79045,20.801,20.8873,1.297802,QSO,4.848179,0.03664596
21.86077,21.57679,21.36044,20.91518,20.59434,1.727405,QSO,1.954132,0.03910636
21.28888,21.02773,21.0485,21.15247,21.57128,1.863818,QSO,4.41974,0.04032526
20.74517,20.51464,20.74542,20.423,20.27345,1.709373,QSO,6.456222,0.0384953
20.35054,20.50585,20.27424,20.2462,20.32889,1.180271,QSO,4.196356,0.03793522
22.70076,21.2657,20.92594,21.08784,21.02969,2.791663,QSO,2.782861,0.0390467
22.2023,21.94689,20.23935,19.3907,18.86629,0.4883774,GALAXY,3.988249,0.03656759
23.41145,21.56221,19.66111,19.00445,18.89604,0.3974648,GALAXY,5.153702,0.06964338
22.23199,22.15575,21.73864,21.47671,21.5142,0.6370878,GALAXY,1.42645,0.1324364
22.69987,22.44089,22.02394,21.97776,21.46879,0.2460292,GALAXY,1.650796,0.1363549
23.90432,22.15423,21.26265,20.15129,19.65882,0.7089825,GALAXY,1.555928,0.1210411
24.17502,22.44806,20.39336,19.42691,19.02148,0.5017582,GALAXY,3.05151,0.1131368
23.39932,22.29791,20.49541,19.57857,18.99465,0.4911787,GALAXY,3.158955,0.1026478
22.95127,21.71337,20.06558,19.10679,18.62914,0.5008135,GALAXY,2.776771,0.10505
24.49916,22.29423,20.36555,19.50866,19.08038,0.4902817,GALAXY,1.971241,0.1003472
22.30236,20.34338,18.55306,17.93898,17.5398,0.3216888,GALAXY,10.86007,0.1254649
23.79129,21.16349,19.37903,18.70752,18.23468,0.321397,GALAXY,6.827405,0.1205381
22.35161,23.03667,22.21023,21.84265,21.34871,0.8876444,GALAXY,0.5164209,0.06384073
24.60166,22.99111,21.19328,20.01257,19.30849,0.5859407,GALAXY,1.246403,0.08504619
25.69266,20.62213,18.93351,18.34748,17.96506,0.3177202,GALAXY,10.09159,0.1168761
26.06626,22.47411,20.71339,19.75744,19.26086,0.5169248,GALAXY,3.561506,0.1078061
21.98123,19.72209,17.98133,17.34683,16.93047,0.3179633,GALAXY,12.37775,0.1165585
26.90072,22.40401,20.79123,19.75977,19.18969,0.5503452,GALAXY,1.344077,0.1160812
24.6563,22.71483,20.95298,20.04893,19.49246,0.4963532,GALAXY,2.510863,0.1404679
23.50472,19.93666,18.52491,17.87405,17.40496,0.2754433,GALAXY,12.17346,0.1039447
22.67273,21.41244,19.57458,18.71701,18.25192,0.424776,GALAXY,5.485458,0.1764298
21.30352,20.70494,20.44664,20.32119,20.0639,2.477212,QSO,7.541805,0.1399994
25.06351,21.33358,19.57989,18.55938,17.97581,0.5167901,GALAXY,2.678524,0.2233485
21.92872,20.85924,19.48324,18.68012,18.26377,0.4166474,QSO,6.390501,0.15164
23.21918,20.95873,19.20912,18.46041,17.98073,0.4147881,GALAXY,7.487376,0.1833829
21.82378,19.87522,18.32426,17.67259,17.19312,0.214769,GALAXY,11.80056,0.2139537
21.36675,19.18724,17.7916,17.25433,16.87507,0.2108927,GALAXY,19.5529,0.1575648
21.0441,18.80791,17.52705,16.99976,16.63042,0.1870694,GALAXY,21.91219,0.2056894
26.63826,21.1531,19.31661,18.51603,18.10276,0.4190846,GALAXY,7.185488,0.2199313
21.63392,19.25276,17.76619,17.14646,16.74171,0.2116334,GALAXY,15.06376,0.2280097
23.26407,21.3693,20.35282,19.48652,19.10504,0.5817856,GALAXY,2.901467,0.09665986
24.58386,24.33665,21.98661,20.39935,19.87636,0.7072923,GALAXY,1.14291,0.1019994
26.02444,22.23698,20.56409,19.49514,19.00642,0.5664747,GALAXY,2.250117,0.09485129
19.18699,17.09341,16.16228,15.72888,15.39604,0.0713054,GALAXY,30.79755,0.09916244
24.14341,22.15743,21.03596,20.04156,19.61708,0.6850927,GALAXY,1.249045,0.08922228
28.00376,21.66191,20.01063,18.87789,18.23667,0.6500117,GALAXY,1.937238,0.116877
22.45178,21.40622,19.65891,18.92726,18.48992,0.419288,GALAXY,5.525406,0.1115752
24.44665,22.7304,21.87985,20.64754,20.22639,0.6328087,GALAXY,1.303983,0.117856
23.90308,21.65641,20.09911,19.03501,18.53232,0.5506253,GALAXY,4.343899,0.1084262
22.21794,20.80916,20.67601,20.62921,20.70357,2.89097,QSO,5.466506,0.1007525
23.63752,22.13932,20.7218,19.46766,18.86759,0.7513654,GALAXY,1.955346,0.1208245
18.57433,17.11592,16.27942,15.86768,15.5483,0.1275363,GALAXY,13.75821,0.1100403
22.67103,25.41317,21.96189,20.79048,19.94824,1.143863,QSO,0.3161773,0.1747517
21.5236,21.44793,21.20183,21.11075,20.88598,1.164468,QSO,1.756896,0.1621363
24.71092,21.53501,20.16146,20.11199,19.52906,1.911741e-05,STAR,6.137331,0.1613062
21.10668,20.85666,20.74469,20.41175,21.12713,1.797005,QSO,4.138452,0.1586381
22.00667,21.18109,20.94172,20.88358,20.81999,2.667263,QSO,9.67631,0.1432964
23.87523,22.47301,21.41575,20.24787,19.47317,0.5821419,GALAXY,1.388726,0.1621206
22.72273,22.68596,22.11841,21.27676,21.90055,0.859526,GALAXY,0.6008276,0.0656223
22.74279,22.39845,21.72281,21.07469,21.3612,0.8064969,GALAXY,0.718619,0.06389332
22.27746,22.22944,21.54725,20.60748,20.43688,0.8302098,GALAXY,1.034041,0.06439689
21.70071,21.21174,21.25533,21.21866,20.75487,1.141145,QSO,2.01088,0.1334775
27.3082,23.54473,20.77324,19.66332,19.17073,0.5355721,GALAXY,1.638928,0.1105376
26.3137,23.18518,21.60246,20.51002,19.91335,0.5747626,GALAXY,1.871984,0.1025737
23.71296,22.05738,20.27355,19.24097,18.81676,0.4942855,GALAXY,2.361228,0.09908313
25.28786,23.29099,21.67683,20.50621,19.78344,0.556408,GALAXY,2.031513,0.1398192
25.97065,23.82308,22.19537,20.7179,19.77233,0.871045,GALAXY,1.244607,0.1430017
23.88248,21.86471,21.70736,21.72137,21.77106,0.5752521,QSO,0.8019072,0.1000318
22.39017,21.90898,20.59133,19.64418,19.1636,0.4989277,GALAXY,2.419815,0.1062301
23.39225,22.11334,20.69139,19.77009,19.11821,0.5061499,GALAXY,1.913083,0.1160001
23.15302,20.35198,18.70076,18.11345,17.68352,0.2919275,GALAXY,9.618093,0.1041174
23.06054,21.71136,19.85527,19.0966,18.64127,0.4364312,GALAXY,5.843438,0.2311084
22.70354,21.78351,20.46017,19.63604,19.19969,0.5869594,GALAXY,2.786178,0.1081816
18.47865,17.3138,16.61905,16.16832,15.93435,0.101317,GALAXY,24.1129,0.1715367
24.77221,23.27181,21.35901,20.15434,19.80272,0.7546421,GALAXY,1.418757,0.1096278
24.94281,21.31002,19.41567,18.72738,18.32749,0.3843979,GALAXY,5.881743,0.1241346
20.50292,18.22754,17.10598,16.5874,16.15179,0.1299202,GALAXY,23.33554,0.1171438
22.57276,21.83481,21.54016,21.09833,21.46703,1.555197,QSO,1.939484,0.1365796
21.64385,21.27666,21.1232,20.74836,20.61068,1.776271,QSO,3.114582,0.1300959
21.15919,21.09058,20.90003,20.91489,20.57312,3.601402,QSO,2.275322,0.1376215
18.92862,18.61542,18.57388,18.41413,18.58253,1.538012,QSO,11.03858,0.1180255
23.2926,22.85216,21.804,20.61028,19.80283,0.7938166,GALAXY,0.7099783,0.1418693
22.84671,23.82021,22.19844,21.0845,19.94042,0.5756412,QSO,0.9853555,0.1399317
21.01564,20.80269,20.42374,20.29504,20.14837,1.112889,QSO,5.443484,0.1561595
26.01119,23.44856,21.65476,20.0778,19.03946,5.779055e-05,STAR,1.513978,0.1275395
22.93585,21.24226,20.94471,20.93954,21.07704,2.975437,QSO,2.940733,0.0690903
22.18326,21.87351,20.14271,19.07347,18.5879,0.5860773,GALAXY,3.102804,0.07074492
18.28082,18.25057,18.21073,18.02819,17.78395,2.051405,QSO,27.26474,0.06385903
25.97447,22.01357,20.29597,19.24869,18.76232,0.5846706,GALAXY,2.691287,0.07096144
22.43828,23.11726,20.3931,19.37529,19.03324,0.5836269,GALAXY,2.095953,0.06878036
22.80503,21.89744,21.82104,21.83525,21.53941,0.0003357349,STAR,1.598444,0.06711061
23.39117,21.45893,19.78959,18.72446,18.26244,0.5259392,GALAXY,4.876553,0.06630682
23.67587,23.208,22.45495,21.57636,21.58518,1.035593,GALAXY,0.6707869,0.06782314
23.12953,22.48222,21.86627,21.38819,20.38215,0.7868739,GALAXY,1.249953,0.06585867
24.33096,20.82372,19.14653,18.51009,18.16043,0.3994251,GALAXY,6.377154,0.06968676
22.23789,21.44824,20.73075,19.78455,19.50845,0.6761796,GALAXY,1.899522,0.06834806
24.94531,22.49503,20.57291,19.44909,18.97687,0.611279,GALAXY,2.16118,0.06682003
22.08468,20.89791,19.05699,18.43256,18.27404,0.33767,GALAXY,5.610123,0.06481966
22.6357,22.22732,21.52526,20.76119,20.11337,0.8716013,GALAXY,1.286154,0.04105787
22.76158,22.58302,21.98807,21.06594,20.99425,0.9753604,GALAXY,0.701454,0.04218189
18.04721,17.76387,17.83822,17.80473,17.806,0.5367545,QSO,18.4608,0.04416487
22.115,22.2916,21.98665,21.46364,21.28969,0.9102455,QSO,1.385017,0.04305752
24.56465,24.8912,22.07768,21.79228,22.89527,0.7700627,GALAXY,0.8300934,0.04354857
23.08507,22.63772,22.45609,21.63502,20.96245,0.8295867,GALAXY,1.000659,0.04519349
22.74338,23.05654,22.18417,22.43643,20.98982,1.078382,GALAXY,0.6186768,0.04512924
26.3874,21.71405,20.31065,19.32168,18.88356,0.5329991,GALAXY,2.623668,0.02483949
24.14458,24.44288,24.2459,21.67637,21.20288,0.8097968,GALAXY,0.5733302,0.04565285
24.03586,23.94616,24.17239,21.84349,21.76695,0.7920582,GALAXY,0.8063851,0.04763295
22.94933,22.54564,21.76181,21.04749,20.78728,0.8095648,GALAXY,0.724111,0.04958034
25.10908,23.07191,22.2126,22.12451,20.22636,1.230434,GALAXY,0.82907,0.05021407
23.0857,22.54279,22.24701,22.07285,21.33172,0.8293507,GALAXY,0.7851847,0.04882188
